    0.228878474503236180E-01    0.121312494076351751E+00    0.683059028230742049E+00    0.104165272080544269E+00    0.972830205169842643E+00    0.313751639893958068E+01    0.326973818485491829E+01    0.265152527244961078E+00    0.998013280330697805E+00   -0.536875537531467762E+04
    0.225652839680466379E-01    0.116087994394418581E+00    0.655207372294956292E+00    0.101767423873861118E+00    0.951282589562454484E+00    0.313170720343529130E+01    0.274853272463718401E+01    0.407530056279203426E-01    0.100227021327111210E+01   -0.536537046890875445E+04
    0.232035250376772459E-01    0.121599105350855968E+00    0.721862849765312231E+00    0.118482367435149033E+00    0.994038214601653869E+00    0.317926282070749711E+01    0.368673850046679341E+01    0.359021447072703892E+00    0.100086027925350263E+01   -0.536481898643993554E+04
    0.222199761839779811E-01    0.121563799058055561E+00    0.672484411398053483E+00    0.673748769912548423E-01    0.975838863653606725E+00    0.307948563619179971E+01    0.338292548944469029E+01    0.423148242867287971E+00    0.100312216636039220E+01   -0.536452226215052724E+04
    0.229918889888653180E-01    0.123121496566104216E+00    0.716979164316894013E+00    0.107242155223673502E+00    0.101057462827420341E+01    0.314793359496200242E+01    0.369252540417662667E+01    0.346372147163856003E+00    0.998678697608326060E+00   -0.536415044762763955E+04
    0.228413306629362406E-01    0.117721343012568175E+00    0.674447357046704998E+00    0.103002263556750046E+00    0.959651470284145214E+00    0.313566379887412650E+01    0.291172943647228655E+01    0.353633848588396707E-01    0.997110548056900026E+00   -0.536345245086152227E+04
    0.224555942684948467E-01    0.127210451654225565E+00    0.694176679609827652E+00    0.768011344016591435E-01    0.988013117086276149E+00    0.310883931314195650E+01    0.372748563945462852E+01    0.401408657134040281E+00    0.100171538802906435E+01   -0.536336632115517114E+04
    0.229701940126262258E-01    0.123588832786168987E+00    0.722176545596710406E+00    0.118744208392490697E+00    0.982077478932509740E+00    0.317640499845985724E+01    0.351938572776693936E+01    0.568465011002964541E-02    0.998192610713235062E+00   -0.536335484032517161E+04
    0.228264929912610631E-01    0.111168344772862596E+00    0.681777129637485824E+00    0.111530073864993945E+00    0.979881268469513289E+00    0.313343972489228584E+01    0.300848250556035879E+01    0.346210823846369642E+00    0.999402445655108496E+00   -0.536317198882512002E+04
    0.222564637288331091E-01    0.114541102749952398E+00    0.696614157124395339E+00    0.115346625115161666E+00    0.976115751450871372E+00    0.314998764800960274E+01    0.308888465255931344E+01    0.454592331999546448E-01    0.999609855859714624E+00   -0.536310332433631447E+04
    0.228918437663915668E-01    0.126645839877062100E+00    0.719084687806766265E+00    0.867413827820772421E-01    0.100736375118961718E+01    0.312319087090072234E+01    0.386775435518580224E+01    0.386185248611627785E+00    0.999614021411164955E+00   -0.536309548302806343E+04
    0.225585853248051645E-01    0.123469003344740688E+00    0.705685992237690241E+00    0.104229154211000902E+00    0.982728726080318693E+00    0.315590049670533368E+01    0.349075933247513337E+01    0.126801210499970701E+00    0.998737763330689532E+00   -0.536305528130184121E+04
    0.222484575323077492E-01    0.116026065549157148E+00    0.689024261664450299E+00    0.723496401012461432E-01    0.987285986712640118E+00    0.306381251417497946E+01    0.323973175523322254E+01    0.293260744858053868E+00    0.999458479399732203E+00   -0.536293956932490801E+04
    0.232771189564533985E-01    0.130186824809903401E+00    0.736652596838715645E+00    0.106973329433299985E+00    0.101327812753692514E+01    0.317404567993646847E+01    0.406788045852436575E+01    0.309130287313803931E+00    0.100153965183250993E+01   -0.536237229844332887E+04
    0.223895679717831600E-01    0.112481043843230127E+00    0.648018229201856255E+00    0.966597977789277196E-01    0.958786365564547549E+00    0.310492453777403288E+01    0.269058800907573215E+01    0.199790526870139734E+00    0.997406274379857849E+00   -0.536232522288422115E+04
    0.215601614197928095E-01    0.113193282493576353E+00    0.646634620480841082E+00    0.970807507752230181E-01    0.946265530887339223E+00    0.311638029901939406E+01    0.264568020274832350E+01    0.463639264481704172E-01    0.100307450978248291E+01   -0.536223417615753806E+04
    0.227826639954823891E-01    0.129660021682891147E+00    0.723208157292927423E+00    0.759853510744934457E-01    0.994791121404642431E+00    0.311081572007959828E+01    0.380778682989899986E+01    0.171313687528799219E+00    0.100027391643574726E+01   -0.536211905182059490E+04
    0.228985638453402009E-01    0.118242560723317527E+00    0.710490335124718930E+00    0.114715042794499317E+00    0.100204418195020351E+01    0.316421425005340318E+01    0.343114019592622332E+01    0.254279439241536731E+00    0.100286746599582099E+01   -0.536210941427839043E+04
    0.229051127281895833E-01    0.114688321540620627E+00    0.690269981095432139E+00    0.109495987317033611E+00    0.985655886166850626E+00    0.313977209973074167E+01    0.312684441247791867E+01    0.230077309890800719E+00    0.999413787218536576E+00   -0.536204154050939269E+04
    0.227712931569969690E-01    0.128673582661491870E+00    0.712793837937780506E+00    0.100009953871873170E+00    0.986137677887288899E+00    0.315779627471465218E+01    0.359599784745421935E+01    0.387870859721747493E-01    0.998128761737912984E+00   -0.536200348637465140E+04
    0.230092526781591200E-01    0.124002086529673941E+00    0.707815409689426245E+00    0.101664556866095296E+00    0.988830080675178857E+00    0.313871994780306363E+01    0.348087247754935092E+01    0.142939939807385508E+00    0.998242286680853796E+00   -0.536194001512032810E+04
    0.229434406767304797E-01    0.122985545911581229E+00    0.719278056856197501E+00    0.722044168889801052E-01    0.998936014821173557E+00    0.308742724768568921E+01    0.361027124791709930E+01    0.236227686921977181E+00    0.100224100544225347E+01   -0.536187959347030755E+04
    0.222338191926179755E-01    0.125552249842954600E+00    0.673521953344562441E+00    0.990101945400613526E-01    0.978806087644758294E+00    0.314799671314361795E+01    0.343286991875612557E+01    0.323442354092290052E+00    0.100299707240850822E+01   -0.536184079829483471E+04
    0.228264569508742909E-01    0.128146610296066138E+00    0.717349171576807776E+00    0.802497777116708139E-01    0.999688803221305600E+00    0.311373675369364600E+01    0.388902913978360143E+01    0.363524004083688179E+00    0.100253186541369455E+01   -0.536180849193256290E+04
    0.217533956619843649E-01    0.109001224670851896E+00    0.660926442995810826E+00    0.758608276742039345E-01    0.953904529272387780E+00    0.306110900054283297E+01    0.262146244645579651E+01    0.413045192982403123E-01    0.100290601193513162E+01   -0.536180173466332872E+04
    0.227509177767647626E-01    0.125113243357622389E+00    0.734398508270882600E+00    0.117851338637629921E+00    0.100374116111599387E+01    0.318375566231550566E+01    0.370799147148762032E+01    0.897955594706715404E-01    0.100174131157519586E+01   -0.536167349996005578E+04
    0.222284008194520676E-01    0.121804475155315867E+00    0.705489443737909561E+00    0.534667222670873535E-01    0.988969879425685705E+00    0.304200260689224544E+01    0.340841588174375687E+01    0.487105225264634970E-01    0.999725898814429859E+00   -0.536165479134999805E+04
    0.224494537948141323E-01    0.127312722769752473E+00    0.708037797031904725E+00    0.912079359549388957E-01    0.973412095970701552E+00    0.312772753551839156E+01    0.356337242170421220E+01    0.139164621071657356E-01    0.997132079710849717E+00   -0.536164892768523623E+04
    0.221829169883023362E-01    0.112852934664611979E+00    0.679232327096303434E+00    0.111298249424788581E+00    0.965403134224245951E+00    0.313494585854849062E+01    0.290767778462125603E+01    0.722966003006515201E-01    0.998091996279892202E+00   -0.536153602893831521E+04
    0.226063130417092188E-01    0.110368979489879657E+00    0.674017371886029948E+00    0.100369467276791205E+00    0.966160845600839924E+00    0.311417312298045168E+01    0.276940364299013275E+01    0.154601249686395381E+00    0.100291885178022722E+01   -0.536153354856061378E+04
    0.218569116380783607E-01    0.117071906707707785E+00    0.654859845964328890E+00    0.103864270497231709E+00    0.958472626786049275E+00    0.314210190133438871E+01    0.286829412774528469E+01    0.906649005490083731E-01    0.100325974892081726E+01   -0.536152382636677976E+04
    0.213842079839625145E-01    0.114748204719150856E+00    0.649230700684990225E+00    0.610262165732453690E-01    0.946418613867532565E+00    0.304275088999252397E+01    0.269200684045417660E+01    0.618807371725498250E-02    0.100154961612849802E+01   -0.536145626871414061E+04
    0.218320806921276436E-01    0.111299314013714845E+00    0.656892146492896734E+00    0.866965437333984679E-01    0.962692573919257000E+00    0.308550040921418134E+01    0.266091923570401301E+01    0.918407221510567084E-01    0.999744601982690217E+00   -0.536141656618382331E+04
    0.222022345159139101E-01    0.121833775232294841E+00    0.685868407140322156E+00    0.865274541944082015E-01    0.976549377972421695E+00    0.311608405863470228E+01    0.332633182563542151E+01    0.223385028906546074E+00    0.999789670618742798E+00   -0.536132896678650104E+04
