Nested Sampling Global Log-Evidence           :   -0.537200710200629874E+04  +/-    0.241736971533276196E+00
Nested Importance Sampling Global Log-Evidence:   -0.537230307299488140E+04  +/-    0.330468018760005228E-01

Dim No.       Mean        Sigma
   1    0.223305095075051925E-01    0.193830330036451868E-03
   2    0.118618308309521636E+00    0.124739294032243293E-02
   3    0.684093304759529341E+00    0.559723626105055726E-02
   4    0.810559965319406495E-01    0.177754301274010845E-01
   5    0.968342252852802621E+00    0.428441628274140330E-02
   6    0.309374578174773651E+01    0.349621491360789030E-01
   7    0.100021006428742432E+01    0.230220636810348151E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.224012879069475229E-01
   2    0.118343684089467466E+00
   3    0.686558285986873185E+00
   4    0.820389047374456004E-01
   5    0.968631797542451212E+00
   6    0.310713411003116358E+01
   7    0.100573581928554123E+01

MAP Parameters
Dim No.        Parameter
   1    0.224012879069475229E-01
   2    0.118343684089467466E+00
   3    0.686558285986873185E+00
   4    0.820389047374456004E-01
   5    0.968631797542451212E+00
   6    0.310713411003116358E+01
   7    0.100573581928554123E+01
