    0.225143861029173144E-01    0.116698025981935655E+00    0.682678912402214788E+00    0.422204917400992308E-01    0.968860259171685723E+00    0.301003283673579247E+01    0.109481475914970067E+00    0.100094344630970000E+01   -0.538996384185193438E+04
    0.227253975164398679E-01    0.114459948426221716E+00    0.698499111433668607E+00    0.104995562943687365E+00    0.979841527190573602E+00    0.311855604278524856E+01    0.673065803661125478E-01    0.997083450024366047E+00   -0.538876984448820167E+04
    0.229578264623603069E-01    0.117180872188181850E+00    0.693186150776260668E+00    0.103451508363023748E+00    0.964613371295353739E+00    0.314637258668842001E+01    0.136894750472588665E-01    0.100209003236856709E+01   -0.538721840858109681E+04
    0.219787532390870177E-01    0.118789155010458947E+00    0.678734219921650617E+00    0.757740589208318327E-01    0.968524220654402912E+00    0.307908115412752048E+01    0.602203257200757888E-01    0.997882491559796692E+00   -0.538669900112333562E+04
    0.224635547753844929E-01    0.114602384649179684E+00    0.685827376178086978E+00    0.698340923657660984E-01    0.972510288182028781E+00    0.306729661729450198E+01    0.163251781984105310E+00    0.100166968090769326E+01   -0.538635975262432112E+04
    0.228307045690607016E-01    0.119201122643479970E+00    0.677833083325001029E+00    0.813581395087450421E-01    0.969720983321150753E+00    0.308991573747859594E+01    0.112750225390754855E+00    0.997228228181873622E+00   -0.538585298969131054E+04
    0.223795657291503310E-01    0.117072102630981292E+00    0.680676246849968636E+00    0.623040511392969482E-01    0.970252197708269093E+00    0.305762026654993146E+01    0.597883485311823462E-01    0.100296576818403604E+01   -0.538577524454194645E+04
    0.225379102591840158E-01    0.118794810800396805E+00    0.678638530983433519E+00    0.761617309471808862E-01    0.976700982708169185E+00    0.307683236424773110E+01    0.788801678965787567E-01    0.997736861222944915E+00   -0.538573788060200059E+04
    0.224242220954064229E-01    0.116576162047985599E+00    0.687463173258069493E+00    0.809440858537094909E-01    0.970581321128464181E+00    0.309050136054293123E+01    0.225202348625656648E-01    0.999203480576493219E+00   -0.538563185987674842E+04
    0.225382473955360978E-01    0.119860891086133972E+00    0.669744584773871776E+00    0.676537506921870146E-01    0.965284799910583802E+00    0.307827605879470845E+01    0.132349041655248301E+00    0.100294165904198085E+01   -0.538561190982716107E+04
    0.227412728098767211E-01    0.121500194007180012E+00    0.677916668842865944E+00    0.667934199659247774E-01    0.963862432892029886E+00    0.307086017649429532E+01    0.239924981045611212E-01    0.999327863773904146E+00   -0.538549471832750260E+04
    0.224224753975399531E-01    0.119913935550227030E+00    0.669001901145271916E+00    0.115100293347800808E+00    0.965062202369681321E+00    0.316437103916454543E+01    0.956546964886918066E-01    0.100014593245159378E+01   -0.538545310868019806E+04
    0.226030242522007110E-01    0.116887402592486395E+00    0.687830867913693411E+00    0.803410453892648979E-01    0.974776238051239585E+00    0.309203551482144379E+01    0.957479715885778404E-01    0.999380608742186261E+00   -0.538542186403447340E+04
    0.225567876014182364E-01    0.119073909486724624E+00    0.686088375656367377E+00    0.511988076951963578E-01    0.970396793040175232E+00    0.304232962879111257E+01    0.294455623832623921E-01    0.100246213700592968E+01   -0.538528135975262830E+04
