0.992171	0.842529
0.992192	0.849969
0.992213	0.857835
0.992234	0.866147
0.992254	0.875263
0.992275	0.884588
0.992296	0.894429
0.992317	0.904807
0.992338	0.915744
0.992359	0.927262
0.99238	0.939381
0.992401	0.952124
0.992421	0.965513
0.992442	0.979567
0.992463	0.994307
0.992484	1.00975
0.992505	1.02626
0.992526	1.04324
0.992547	1.061
0.992568	1.07955
0.992588	1.09891
0.992609	1.1191
0.99263	1.14013
0.992651	1.16201
0.992672	1.18477
0.992693	1.20841
0.992714	1.23295
0.992734	1.25916
0.992755	1.28568
0.992776	1.31316
0.992797	1.3416
0.992818	1.37102
0.992839	1.40143
0.99286	1.43284
0.992881	1.46527
0.992901	1.49871
0.992922	1.5332
0.992943	1.56873
0.992964	1.6062
0.992985	1.64405
0.993006	1.68301
0.993027	1.72311
0.993047	1.76436
0.993068	1.80679
0.993089	1.85041
0.99311	1.89526
0.993131	1.94135
0.993152	1.98871
0.993173	2.03737
0.993194	2.08828
0.993214	2.13982
0.993235	2.19277
0.993256	2.2472
0.993277	2.30312
0.993298	2.3606
0.993319	2.41967
0.99334	2.48038
0.993361	2.54278
0.993381	2.60693
0.993402	2.67288
0.993423	2.74192
0.993444	2.81191
0.993465	2.88395
0.993486	2.9581
0.993507	3.03444
0.993527	3.11306
0.993548	3.19403
0.993569	3.27746
0.99359	3.36343
0.993611	3.45203
0.993632	3.54336
0.993653	3.63753
0.993674	3.73616
0.993694	3.83661
0.993715	3.94023
0.993736	4.04716
0.993757	4.15748
0.993778	4.27131
0.993799	4.38875
0.99382	4.50989
0.993841	4.63482
0.993861	4.76391
0.993882	4.89665
0.993903	5.03511
0.993924	5.17633
0.993945	5.32177
0.993966	5.47148
0.993987	5.6258
0.994007	5.7841
0.994028	5.94677
0.994049	6.11379
0.99407	6.28516
0.994091	6.46087
0.994112	6.64087
0.994133	6.82692
0.994154	7.01572
0.994174	7.2087
0.994195	7.40578
0.994216	7.60734
0.994237	7.81229
0.994258	8.02107
0.994279	8.23358
0.9943	8.44968
0.994321	8.66925
0.994341	8.89216
0.994362	9.12029
0.994383	9.34991
0.994404	9.58255
0.994425	9.81807
0.994446	10.057
0.994467	10.2978
0.994487	10.5412
0.994508	10.7871
0.994529	11.0352
0.99455	11.2856
0.994571	11.5381
0.994592	11.7927
0.994613	12.052
0.994634	12.311
0.994654	12.5719
0.994675	12.8355
0.994696	13.1
0.994717	13.3664
0.994738	13.6345
0.994759	13.9044
0.99478	14.1762
0.9948	14.4496
0.994821	14.7249
0.994842	15.0049
0.994863	15.2843
0.994884	15.5657
0.994905	15.8491
0.994926	16.1353
0.994947	16.4226
0.994967	16.7119
0.994988	17.0035
0.995009	17.2973
0.99503	17.5934
0.995051	17.8918
0.995072	18.1957
0.995093	18.4996
0.995114	18.8063
0.995134	19.1157
0.995155	19.4292
0.995176	19.7443
0.995197	20.0625
0.995218	20.3839
0.995239	20.7086
0.99526	21.0368
0.99528	21.3685
0.995301	21.7072
0.995322	22.0469
0.995343	22.3907
0.995364	22.7386
0.995385	23.0921
0.995406	23.4485
0.995427	23.8094
0.995447	24.1749
0.995468	24.5453
0.995489	24.9206
0.99551	25.3009
0.995531	25.6862
0.995552	26.0805
0.995573	26.4771
0.995594	26.8792
0.995614	27.2885
0.995635	27.7016
0.995656	28.1203
0.995677	28.5449
0.995698	28.9753
0.995719	29.4114
0.99574	29.8534
0.99576	30.3012
0.995781	30.7587
0.995802	31.2188
0.995823	31.6846
0.995844	32.1583
0.995865	32.6352
0.995886	33.1177
0.995907	33.6058
0.995927	34.0992
0.995948	34.5979
0.995969	35.1018
0.99599	35.6106
0.996011	36.1287
0.996032	36.6479
0.996053	37.1717
0.996074	37.7
0.996094	38.2343
0.996115	38.7706
0.996136	39.311
0.996157	39.8551
0.996178	40.4029
0.996199	40.9541
0.99622	41.5086
0.99624	42.0707
0.996261	42.6321
0.996282	43.1965
0.996303	43.7637
0.996324	44.3357
0.996345	44.9077
0.996366	45.4822
0.996387	46.0592
0.996407	46.6384
0.996428	47.2199
0.996449	47.8035
0.99647	48.3892
0.996491	48.9823
0.996512	49.5732
0.996533	50.1662
0.996553	50.7639
0.996574	51.3609
0.996595	51.9602
0.996616	52.5619
0.996637	53.166
0.996658	53.7726
0.996679	54.3818
0.9967	54.9938
0.99672	55.6134
0.996741	56.2321
0.996762	56.8541
0.996783	57.4824
0.996804	58.1109
0.996825	58.7434
0.996846	59.3799
0.996867	60.0207
0.996887	60.666
0.996908	61.3159
0.996929	61.9708
0.99695	62.6363
0.996971	63.3026
0.996992	63.9747
0.997013	64.6526
0.997033	65.3394
0.997054	66.0293
0.997075	66.7256
0.997096	67.4287
0.997117	68.1385
0.997138	68.8552
0.997159	69.5789
0.99718	70.3145
0.9972	71.0531
0.997221	71.7989
0.997242	72.5519
0.997263	73.3151
0.997284	74.0815
0.997305	74.8547
0.997326	75.6347
0.997347	76.4211
0.997367	77.2138
0.997388	78.0123
0.997409	78.8213
0.99743	79.6316
0.997451	80.4469
0.997472	81.2668
0.997493	82.0945
0.997513	82.9216
0.997534	83.7522
0.997555	84.5857
0.997576	85.4215
0.997597	86.2594
0.997618	87.0986
0.997639	87.9389
0.99766	88.7844
0.99768	89.6261
0.997701	90.4676
0.997722	91.3124
0.997743	92.1515
0.997764	92.9892
0.997785	93.8253
0.997806	94.6594
0.997826	95.4913
0.997847	96.3207
0.997868	97.1473
0.997889	97.9762
0.99791	98.7979
