    0.228291240053176171E-01    0.115654931199195940E+00    0.707806863286221777E+00    0.105999045921816401E+00    0.987501971094468467E+00    0.312764826791590966E+01    0.310779271143749325E+01    0.998671920111738221E+00   -0.536417057345158992E+04
    0.224052638200362662E-01    0.119461359348688734E+00    0.701457002907070692E+00    0.652872044173635896E-01    0.974950434410502886E+00    0.305225658997795257E+01    0.323867036088772720E+01    0.997347049404473052E+00   -0.536410870706581318E+04
    0.218599776612697534E-01    0.106826458750094194E+00    0.651467122720789105E+00    0.641763291801465408E-01    0.942876272338007970E+00    0.303109214785700676E+01    0.242586676850179650E+01    0.100076300593424183E+01   -0.536409781533736259E+04
    0.226327490676146853E-01    0.122308621987878299E+00    0.709915914877117027E+00    0.769173987713812901E-01    0.975899087637946971E+00    0.311008578831018578E+01    0.338637573036777173E+01    0.100388878268809756E+01   -0.536300244497679432E+04
    0.228415120321234025E-01    0.124855017927202633E+00    0.746113507985416091E+00    0.111554912507146303E+00    0.100326736223802415E+01    0.316660594139033602E+01    0.376676188403057832E+01    0.997928321504872096E+00   -0.536277337714856185E+04
    0.215869295999236883E-01    0.107548988821904848E+00    0.639904583119937143E+00    0.556056858696451495E-01    0.946610626523176735E+00    0.301340566143183874E+01    0.233457439999058725E+01    0.100170319198291380E+01   -0.536264440731294508E+04
    0.226277474084585449E-01    0.127949286268235818E+00    0.723527743038636539E+00    0.101204675525553164E+00    0.978792238269386883E+00    0.316780842378796468E+01    0.366748721761625074E+01    0.100330550711847666E+01   -0.536243380563916526E+04
    0.222710573779395654E-01    0.124800402785951225E+00    0.693584750115337823E+00    0.560806871682471703E-01    0.974124946245984558E+00    0.305307619604370650E+01    0.333003023347884630E+01    0.100057449560015299E+01   -0.536203883865302942E+04
    0.224932626298817578E-01    0.129531504573810963E+00    0.699406915381939553E+00    0.465884811954105291E-01    0.979597659665660148E+00    0.304478420638853109E+01    0.350371268745798226E+01    0.998609878136795914E+00   -0.536199541941452571E+04
    0.218927211933550442E-01    0.110009280188847508E+00    0.669929284861371155E+00    0.626325472993854021E-01    0.952541949495133711E+00    0.302806550367634575E+01    0.268058160581507021E+01    0.997249769501481143E+00   -0.536190721761920213E+04
    0.222702332600178236E-01    0.110812284220481033E+00    0.653614663395728379E+00    0.835031999374335754E-01    0.944647142713483601E+00    0.307712684931625979E+01    0.253530809567813353E+01    0.997519876387143678E+00   -0.536182025198757856E+04
    0.227085686274371146E-01    0.126703872706514176E+00    0.708507108559200294E+00    0.623308666203132022E-01    0.973866319224996557E+00    0.308289916419122489E+01    0.345436183433109800E+01    0.100245328322830751E+01   -0.536171362920547926E+04
    0.227332782222499710E-01    0.133812778197859833E+00    0.732509572085581206E+00    0.106241702578782016E+00    0.100172165137593150E+01    0.316853164420501221E+01    0.392412010728594129E+01    0.996360652731711816E+00   -0.536170994029667145E+04
    0.229906358262831102E-01    0.128261820050296349E+00    0.704142991782730321E+00    0.118114097078390740E+00    0.975843755828526893E+00    0.319637839175485006E+01    0.348153337395938856E+01    0.100095087219500156E+01   -0.536167104436046429E+04
    0.222250495501201059E-01    0.121856004885576394E+00    0.677513518982835738E+00    0.534968730613782084E-01    0.959776971843835036E+00    0.304043671173304553E+01    0.311377872786861776E+01    0.999527229650644000E+00   -0.536158858588333533E+04
    0.222577561569042570E-01    0.118902185780144387E+00    0.694209373327129398E+00    0.138336459073998830E+00    0.977467768783937929E+00    0.319705748031617532E+01    0.316279734316556294E+01    0.996944642841132378E+00   -0.536151655904400013E+04
    0.230765355797592359E-01    0.117417266277430543E+00    0.700947544278067047E+00    0.752318482155213131E-01    0.976979046679865570E+00    0.308268732201719642E+01    0.311123486538798932E+01    0.100237862923934795E+01   -0.536142622548376130E+04
    0.227847576154673187E-01    0.121622960340403027E+00    0.702663142422320086E+00    0.790659163972089879E-01    0.969271486647125036E+00    0.310514048113632901E+01    0.325618187588472274E+01    0.999923601492356484E+00   -0.536133442658062631E+04
    0.221653210547116154E-01    0.111135503581479098E+00    0.673143483676177712E+00    0.619132848283145826E-01    0.964420386452941703E+00    0.304641155312341283E+01    0.268602807298458490E+01    0.100423019361633448E+01   -0.536117686396232602E+04
    0.221432914623790542E-01    0.111788394166305233E+00    0.687207726498478055E+00    0.881069854606076341E-01    0.964137457489125271E+00    0.309376777479251430E+01    0.286411205498321131E+01    0.100289770306743131E+01   -0.536112725618259810E+04
    0.223708977657018880E-01    0.118309126818190918E+00    0.669898982684406619E+00    0.137736994376810862E+00    0.966077186370937979E+00    0.320837355958435477E+01    0.291601805372965028E+01    0.100149714980924576E+01   -0.536112505858511759E+04
    0.222847777499117355E-01    0.110720335522380378E+00    0.659841611614988111E+00    0.451997635145887436E-01    0.950364316590271541E+00    0.300314811465657971E+01    0.255871321537057383E+01    0.999493196031772113E+00   -0.536110299053777999E+04
