Nested Sampling Global Log-Evidence           :   -0.537354466959902311E+04  +/-    0.249306639940103436E+00
Nested Importance Sampling Global Log-Evidence:   -0.537439746895967983E+04  +/-    0.161340557337129840E-01

Dim No.       Mean        Sigma
   1    0.224080144475786412E-01    0.248411491697057287E-03
   2    0.120247103916069686E+00    0.385905721051946942E-02
   3    0.690954005944804051E+00    0.153733378384671941E-01
   4    0.831001842457358558E-01    0.179639751842211939E-01
   5    0.972219504463108231E+00    0.906463013694523874E-02
   6    0.310189882643054293E+01    0.380841894217470514E-01
   7    0.315319283308409881E+01    0.234312993703094885E+00
   8    0.100025725757104089E+01    0.236672224067356650E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.222956139326333513E-01
   2    0.119986565239829104E+00
   3    0.683240408609380068E+00
   4    0.769076466081196619E-01
   5    0.969198437384947598E+00
   6    0.309974316669872829E+01
   7    0.309631448416651267E+01
   8    0.100568577108533530E+01

MAP Parameters
Dim No.        Parameter
   1    0.222956139326333513E-01
   2    0.119986565239829104E+00
   3    0.683240408609380068E+00
   4    0.769076466081196619E-01
   5    0.969198437384947598E+00
   6    0.309974316669872829E+01
   7    0.309631448416651267E+01
   8    0.100568577108533530E+01
