    0.219361523921465067E-01    0.113786680788501252E+00    0.575037409025721313E+00    0.506080829671742977E-01    0.965610451423655647E+00    0.387564748894063138E+01    0.407777721055158260E+01    0.998756598793902217E+00   -0.492141996029134141E+06   -0.570378062280500497E+01    1
    0.248117373730597848E-01    0.105416288947946440E+00    0.552179735660702109E+00    0.850067307867703043E-01    0.999465715992019166E+00    0.386909121774517173E+01    0.365455528982868794E+01    0.100214733557700164E+01   -0.443923837340832921E+06   -0.570711395613835482E+01    1
    0.242401864624561779E-01    0.157857005216852725E+00    0.680683467675180842E+00    0.475109797524427280E-01    0.108375201934426180E+01    0.397721187597638659E+01    0.292745971209564271E+01    0.996707101097239034E+00   -0.394634243462014128E+06   -0.571044728947168334E+01    1
    0.245022388268471558E-01    0.180638843607491273E+00    0.610124486778508390E+00    0.287783177217687085E-01    0.102933856854177108E+01    0.399026278717693472E+01    0.395730796250874395E+01    0.100194568574578136E+01   -0.392392847871506587E+06   -0.571378062280501098E+01    1
    0.234718493663677377E-01    0.103570488440489106E+00    0.558063177839573932E+00    0.500192094601473666E-01    0.974531619874102084E+00    0.372720072030540006E+01    0.382376348457515292E+01    0.998484048506359523E+00   -0.373175500257638108E+06   -0.571711395613834394E+01    1
    0.244206114742456237E-01    0.188177852147602187E+00    0.602415909018389928E+00    0.394738922504394435E-01    0.104459696116193723E+01    0.395724503922573545E+01    0.414305769456961315E+01    0.998490271021216125E+00   -0.331514715691974328E+06   -0.572044728947168135E+01    1
    0.218500403869690031E-01    0.179392433248481725E+00    0.649563716008429881E+00    0.336575768090882771E-01    0.103415756734527498E+01    0.392246335176984129E+01    0.408274269370078979E+01    0.997799169028932842E+00   -0.305538680399515433E+06   -0.572378062280502586E+01    1
    0.231973193681350026E-01    0.133488580906577642E+00    0.646664624152411438E+00    0.618194247285833165E-01    0.100032155507332332E+01    0.388909167150875268E+01    0.329497985171875118E+01    0.997232276910668070E+00   -0.301104065162147454E+06   -0.572711395613835883E+01    1
    0.227669169965013969E-01    0.136068835660530962E+00    0.594888040584159450E+00    0.107006333473031401E+00    0.106207025001804833E+01    0.396799115848306672E+01    0.291751140084906879E+01    0.100251833909591692E+01   -0.300457023821511946E+06   -0.573044728947169002E+01    1
    0.229827844131019303E-01    0.149816978014357088E+00    0.554209809851092250E+00    0.131518156993213065E+00    0.100604647277065551E+01    0.398599080393098948E+01    0.440091913801532986E+01    0.998230276392779836E+00   -0.293380717450697441E+06   -0.573378062280501766E+01    1
    0.230265914340646478E-01    0.108120861084644318E+00    0.758279902007883644E+00    0.999272128223577388E-01    0.105271086830685601E+01    0.391208880779372503E+01    0.207905607032159834E+01    0.100121276462330888E+01   -0.292418820807849115E+06   -0.573711395613834529E+01    1
    0.244115980616653738E-01    0.182615225944606163E+00    0.576263822030408268E+00    0.304194001572240941E-01    0.106855566322597073E+01    0.388469821402104998E+01    0.360690388925612382E+01    0.100021694004118111E+01   -0.290233652397906350E+06   -0.574044728947167915E+01    1
    0.204731054187494294E-01    0.132315818031923077E+00    0.812805677740988441E+00    0.930025015493715218E-01    0.968535584543768202E+00    0.391824203246182279E+01    0.431964571772368799E+01    0.996834489075721808E+00   -0.240639722733532049E+06   -0.574378062280501744E+01    1
    0.246629248703973576E-01    0.153470485708414456E+00    0.763346736874796261E+00    0.794144012110375996E-01    0.942322730632591310E+00    0.394357161723965577E+01    0.231084090412591703E+01    0.999508948828236155E+00   -0.237461811357862782E+06   -0.574711395613836196E+01    1
    0.232117368347530065E-01    0.189048449336001068E+00    0.798335341813644517E+00    0.876798519428961948E-01    0.109315408989350460E+01    0.395084421691276022E+01    0.311183365002096490E+01    0.100023331631694190E+01   -0.230429690494045528E+06   -0.575044728947169581E+01    1
