    0.248714421416974425E-01    0.128293731938055378E+00    0.637139584245590918E+00    0.999320800971410933E-01   -0.122936218422949910E+02   -0.877631713040882211E+01   -0.120434585830227614E+01    0.192477040868910620E+01   -0.197050833896565392E+01   -0.197714126171896454E+01    0.998946477026096069E+00   -0.223197976437204808E+06   -0.570378062280500497E+01    1
    0.249950222151335902E-01    0.107109952166785205E+00    0.612735957439151990E+00    0.720111099962154888E-01   -0.992718732604493326E+01   -0.945344524224498173E+01   -0.813979382115317618E+00    0.806874552251187982E+00   -0.167105978950325218E+01   -0.178004006574949414E+01    0.100169167959420546E+01   -0.215239024760148692E+06   -0.570711395613835482E+01    1
    0.219907183473626172E-01    0.128982396713499925E+00    0.747315305909520333E+00    0.110141047171558620E+00   -0.114972991514409273E+02   -0.587209908512669898E+01   -0.745467909764145231E+00   -0.135395622858009235E+01   -0.186955358811473404E+01   -0.233130327600314269E+00    0.100086901711053988E+01   -0.214002175031369756E+06   -0.571044728947168334E+01    1
    0.223583743259440013E-01    0.102391761486735594E+00    0.799750142181395507E+00    0.114773385722629961E+00   -0.635823250565428211E+00   -0.698510792205854969E+01    0.930222894735446282E-01   -0.802607175794483041E+00   -0.185401251456279259E+01    0.274421800061318599E+01    0.996153765749913989E+00   -0.211885747876896814E+06   -0.571378062280501098E+01    1
    0.235499391840093553E-01    0.111692866556293638E+00    0.744301308242285020E+00    0.117432605886281516E+00   -0.132363287332106054E+02   -0.550082433086136824E+01   -0.189824320525583889E+01   -0.937480419808298659E+00   -0.197439038870346528E+01    0.943612109971425195E+00    0.999491892641741542E+00   -0.210647929488678317E+06   -0.571711395613834394E+01    1
    0.231786356999204440E-01    0.135258366394127527E+00    0.571425998064081786E+00    0.849867143194295849E-01   -0.451135929343483788E+01   -0.548993729364826777E+01   -0.302798725875191632E+00   -0.798060653609610204E+00   -0.174422686051742093E+01   -0.147183750306902272E+01    0.996270180788360715E+00   -0.209051225807226729E+06   -0.572044728947168135E+01    1
    0.227185192267162286E-01    0.122341517933796023E+00    0.642570221949593900E+00    0.409941608239339506E-01   -0.121694897833824811E+02   -0.753891177212203534E+01    0.151432742322704428E+01    0.232886335498538521E+01   -0.194138599219002561E+01   -0.208787676333285432E+00    0.100040347274877806E+01   -0.208470099039407913E+06   -0.572378062280502586E+01    1
    0.234035209994486945E-01    0.117487226035086545E+00    0.695070653119925441E+00    0.113907578362527268E+00   -0.110355231455246034E+02   -0.503158912785104739E+01    0.126629895606332843E+01    0.287866138787550518E+00   -0.150593123385251060E+01   -0.146467886745393594E+01    0.100457933052974724E+01   -0.204878959091665572E+06   -0.572711395613835883E+01    1
    0.231935410304583596E-01    0.111341544929322855E+00    0.659913858808320208E+00    0.837091247769738700E-01   -0.145979413355721022E+01   -0.654395744374315491E+01   -0.551501679064288375E+00   -0.117340068264469277E+01   -0.121038440365676192E+01    0.292055425379808398E+01    0.999902841029958744E+00   -0.203671879322985245E+06   -0.573044728947169002E+01    1
    0.245367260674167510E-01    0.118486082856646968E+00    0.647561245683978881E+00    0.119184252531496643E+00   -0.400144832564457431E+00   -0.152659463407807117E+01   -0.604571856018917719E+00   -0.729101431256435228E+00   -0.128074803036925378E+01    0.232040867623351055E+01    0.100090220530658280E+01   -0.202675636820407002E+06   -0.573378062280501766E+01    1
    0.231656013588078281E-01    0.121953997221200067E+00    0.679887967324179554E+00    0.109602507392791954E+00   -0.109080124093829269E+02   -0.710745231657659993E+01   -0.115040271189486054E+01    0.161334776532330526E+01   -0.116300444258221702E+01   -0.974560342697794901E+00    0.996004846770062957E+00   -0.202396795402144257E+06   -0.573711395613834529E+01    1
    0.237952688726066862E-01    0.112523442810008714E+00    0.571633481791048115E+00    0.593639987255889234E-01   -0.151834289729283789E+01   -0.115947450851136384E+02    0.156413961094984844E+01   -0.182392671850170474E+01   -0.228852372030432516E-01   -0.133880746086094682E+00    0.997216517985614614E+00   -0.201976731359081372E+06   -0.574044728947167915E+01    1
    0.226385637840662672E-01    0.135503749130848089E+00    0.724434830792202611E+00    0.650478965145906141E-01   -0.934334155968538127E+01   -0.414728859781744674E+01    0.344986735460813243E+01    0.410308598201036379E+00   -0.176888386661812413E+01   -0.187547018239039964E+01    0.100150921220234346E+01   -0.201974969557235483E+06   -0.574378062280501744E+01    1
    0.233814032103122245E-01    0.125816074638634451E+00    0.619749470674396341E+00    0.402228339594615306E-01   -0.642987470319797083E+00   -0.297908424529813409E+01   -0.160174972242044467E+00    0.183091921877251540E+01   -0.161341948692913983E+01    0.296439834884243680E+01    0.100122410453920030E+01   -0.201732650037359737E+06   -0.574711395613836196E+01    1
    0.232935540281101784E-01    0.133607561250960905E+00    0.739176785031464334E+00    0.107558259220708968E+00   -0.165510558073916769E+01   -0.538954073894326235E+01    0.912022131395622271E+00   -0.197949695601863862E+01   -0.977598748462184197E+00   -0.115725199946543267E+01    0.999209400704521578E+00   -0.201349972736903699E+06   -0.575044728947169581E+01    1
    0.209969759013242732E-01    0.116028376419935075E+00    0.598808515409004705E+00    0.818337341455822598E-01   -0.833427409135024888E+01   -0.101101478685840931E+02    0.143587318286015275E+01   -0.122777548580324036E+01   -0.634860057552528723E-01   -0.753671891430233831E+00    0.995014693144590678E+00   -0.201171211708613351E+06   -0.575378062280501634E+01    1
    0.228945153162614275E-01    0.137462397897596122E+00    0.639844576594950420E+00    0.108163470357601321E+00   -0.372980326991878641E+01   -0.419122496397314315E+01   -0.160016580076762116E+01    0.106599663368177611E+01   -0.178455869296619118E+01   -0.195120752438251865E+01    0.997487770287521780E+00   -0.199498043071221240E+06   -0.575711395613834398E+01    1
    0.243248029873953595E-01    0.121408555225948872E+00    0.692976697664273500E+00    0.114594381089241443E+00   -0.925436350998642254E+01   -0.717790782367351632E+01   -0.184820571202084505E+01   -0.170696669321817263E+01   -0.894223549606828483E+00   -0.828039161331560081E+00    0.995533954794084242E+00   -0.198672773294635583E+06   -0.576044728947168139E+01    1
    0.208171907452685163E-01    0.134343299381248588E+00    0.778271299807966943E+00    0.100846791866408214E+00   -0.747917038448740445E+01   -0.259170694930614154E+01   -0.989503104945143486E+00    0.375216119082447452E+01    0.398502838515679780E+01    0.182927377327793517E+01    0.100671787716392935E+01   -0.198303627278919943E+06   -0.576378062280501613E+01    1
    0.211334043494185268E-01    0.139824393599055630E+00    0.667383317682584853E+00    0.116382925386378761E+00   -0.531369087612973701E+01   -0.279587254804832597E+00   -0.118993810723942950E+01   -0.502907571618498084E+00   -0.193824673538684689E+01    0.315857665282598976E+01    0.100114939655947599E+01   -0.198106521907638642E+06   -0.576711395613835531E+01    1
    0.245062594573563566E-01    0.109982034779471952E+00    0.656611940962081420E+00    0.936494704604134975E-01   -0.575257308041972948E+01   -0.939522112311015078E+01    0.285359846236441328E+01   -0.146942709171638830E+01    0.161037623595697887E+01   -0.419863536103281865E+00    0.100166443429364360E+01   -0.197997095015475177E+06   -0.577044728947169805E+01    1
    0.248401053039973702E-01    0.120586926819717916E+00    0.711299534332691108E+00    0.108475355175290278E+00   -0.110219474068135330E+02   -0.446733985894786834E+01   -0.889858702342895880E+00    0.211888791594714743E+01   -0.156548734853583116E+01   -0.824350230604197209E+00    0.998185351909267604E+00   -0.197110469384275842E+06   -0.577378062280503279E+01    1
    0.225458550361475954E-01    0.134288260463270748E+00    0.784706171267460229E+00    0.522367342208660407E-01   -0.906720098118489304E+00   -0.136525765125004916E+02    0.992491246771525670E+00   -0.115431051083406500E+01   -0.113767758775684458E+00    0.273412645943386234E+01    0.995995825064419971E+00   -0.196227644029684277E+06   -0.577711395613835421E+01    1
    0.240782654109132320E-01    0.119569902506063447E+00    0.719435179287211901E+00    0.115312292665934985E+00   -0.157909212417119349E+01   -0.671987921666089250E+01   -0.100497479870444217E+01    0.340791476484343381E+00   -0.145086513616211699E+01    0.389816059323470210E+01    0.999963035438418468E+00   -0.194765855414753314E+06   -0.578044728947167474E+01    1
    0.227623405527908329E-01    0.108104038233531957E+00    0.653418533349954256E+00    0.676180768934988713E-01   -0.247326168054176954E+01   -0.282802363724026762E+01   -0.267107829349735759E+00   -0.177270941116398939E+01   -0.665602112481994634E+00    0.151533772175392745E+01    0.999169026275277150E+00   -0.194548819711557007E+06   -0.578378062280501393E+01    1
    0.216189922664267661E-01    0.138392623560702588E+00    0.765317499455497319E+00    0.842947665208074182E-01   -0.948962234815085637E+01   -0.798140829645848360E+01    0.312846010077434844E+01    0.272722603108830164E+01   -0.132761694132170449E+01    0.289003037554616871E+00    0.100234758586833728E+01   -0.193969103045683500E+06   -0.578711395613835577E+01    1
    0.207756028047869704E-01    0.112381371591322124E+00    0.788274924153830159E+00    0.775953822176789210E-01   -0.669379321773274505E+01   -0.475399341272595954E+01   -0.123651447865383046E+01   -0.132081736401493299E+01   -0.960009540516097548E+00    0.977093939594029237E+00    0.100049839458989709E+01   -0.193953142483024916E+06   -0.579044728947169407E+01    1
    0.219878024887233785E-01    0.115368512603085810E+00    0.781751524913389728E+00    0.540134624955863063E-01   -0.106649248048139338E+02   -0.557219358960229805E+01    0.365296453822423040E+01    0.323507325049205985E+00   -0.501860437428510942E+00   -0.184257593523847518E+01    0.999791851017173272E+00   -0.193834803118174634E+06   -0.579378062280503325E+01    1
    0.229024960785774757E-01    0.127256175020475204E+00    0.656790501540955196E+00    0.920001578172535694E-01   -0.644584781105628668E+01   -0.424291440248167007E+00    0.339995038194077015E+01   -0.162392802211991327E+01    0.103277301132869814E+01   -0.253128874015643879E+00    0.100173911534732896E+01   -0.193530441646954627E+06   -0.579711395613835734E+01    1
    0.214209120643626613E-01    0.114662650698970109E+00    0.587638860531767726E+00    0.714230840670677380E-01   -0.661707283271290692E+01   -0.125278830128481040E+02   -0.566456588796087068E-01   -0.199583124802460743E+01    0.256800226799592046E+01    0.181220133749869694E+01    0.100060976947766567E+01   -0.193465902635984618E+06   -0.580044728947169297E+01    1
    0.246264226952141174E-01    0.137191170592069839E+00    0.745070595436221228E+00    0.648827678397305985E-01    0.111855303603386247E+00   -0.234588317562130300E+01    0.113291165554657480E+01    0.137022130237480644E+01   -0.109361821263927261E+01    0.994487882762884468E+00    0.999135510295929508E+00   -0.193295742112798354E+06   -0.580378062280502593E+01    1
    0.249718264762119474E-01    0.133919906216415502E+00    0.626197321042693766E+00    0.104425101163563738E+00   -0.419779922904826108E+01   -0.110019330247926916E+02   -0.736739645747469085E+00   -0.126329650912506120E+01    0.146228971772272009E+01    0.348098885263035118E+00    0.998469585850112806E+00   -0.192894022418347624E+06   -0.580711395613834647E+01    1
    0.243097027497080100E-01    0.136920153094851227E+00    0.660103386639639189E+00    0.108316878377456821E+00   -0.130668176316135369E+02   -0.175575134043799430E+01    0.109626017075803617E+01    0.228055785317187620E+01   -0.151531967878268281E+01    0.164281486529536380E+01    0.999190984535337834E+00   -0.192784178185885423E+06   -0.581044728947168032E+01    1
    0.214555489125607193E-01    0.109699992809360575E+00    0.696549160939038625E+00    0.119851838724578524E+00   -0.123162068499603983E+01   -0.491028986856218808E+01    0.301239307210024254E+01   -0.124555638224858689E+01   -0.721396340367338684E+00    0.384055498055691125E+01    0.100001337046833427E+01   -0.192541000174839632E+06   -0.581378062280502572E+01    1
    0.211647972154734784E-01    0.102236274457286128E+00    0.701912460309074393E+00    0.798719501751460892E-01   -0.901973107485067871E+01   -0.767943541664859985E+01    0.273353851933538650E+01   -0.452261395872794347E+00   -0.110238617334142996E+01    0.522934901699638743E-01    0.996289889865330514E+00   -0.192193953585763637E+06   -0.581711395613836935E+01    1
    0.206344337022186380E-01    0.118991205894050087E+00    0.575543635113250240E+00    0.482103649776169443E-01   -0.675091541002414441E+01   -0.122981439805332258E+02    0.993289829642509670E+00   -0.645063548093003591E+00   -0.136449158585565034E+01   -0.550788926864614892E+00    0.999717809144794245E+00   -0.191964027836750145E+06   -0.582044728947169965E+01    1
    0.234019754513187760E-01    0.104629269336200578E+00    0.598679441576558280E+00    0.943171043372016682E-01   -0.175222686981108211E+01   -0.273658320486425843E+01    0.307688158936153577E+01   -0.191307152660810686E+01   -0.126958789733211530E+01    0.466694342462827816E+00    0.999710315727086019E+00   -0.191496802523610386E+06   -0.582378062280502462E+01    1
    0.230570762235380623E-01    0.123446573521805908E+00    0.709510411870615032E+00    0.609379949546739533E-01   -0.118662242586216493E+02   -0.126847075459331453E+02    0.115832468681040401E+01    0.461279142358734351E+00    0.299334545799747254E+01   -0.120407978322121378E+01    0.100388831931675937E+01   -0.191375572721536882E+06   -0.582711395613835315E+01    1
    0.236906186345187918E-01    0.128476186487593513E+00    0.775913266026453274E+00    0.118784653536099044E+00   -0.350116277390320541E+01   -0.700122317832571195E+01    0.100432836922862512E+01   -0.101664061744671796E+01   -0.114075105290600298E+01    0.357327290567928024E+01    0.100231248101714643E+01   -0.191136062307975924E+06   -0.583044728947169411E+01    1
