    0.207887489045861865E-01    0.116084445305968606E+00    0.658309823632415525E+00    0.431447818079943243E-01    0.932754434683243927E+00    0.397941271743990477E+01    0.674235446958766915E+00    0.996411129220827863E+00   -0.491660465175754216E+06   -0.570378062280500497E+01    1
    0.200591193550966017E-01    0.110998298538011200E+00    0.624355061050427929E+00    0.650889664908126525E-01    0.101596274056660718E+01    0.395302872670687666E+01    0.932864667097813904E+00    0.100112851307294726E+01   -0.435640802312415908E+06   -0.570711395613835482E+01    1
    0.240704691249358713E-01    0.129475100529601483E+00    0.689827278271192945E+00    0.479076449682756950E-01    0.102537379949448448E+01    0.397874717210945228E+01    0.115380247183584328E+01    0.997737975937151744E+00   -0.434977260902166192E+06   -0.571044728947168334E+01    1
    0.215410648714096757E-01    0.111294261766172062E+00    0.590060552061169918E+00    0.909833361593508083E-01    0.921674720216752785E+00    0.395714776446491712E+01    0.378739226222310044E+00    0.997044744108892100E+00   -0.390169109712699545E+06   -0.571378062280501098E+01    1
    0.214742558265820921E-01    0.102852090450455944E+00    0.621751277367655342E+00    0.632536397094405067E-01    0.936988020624704210E+00    0.384764809344798131E+01    0.175223351233632529E+00    0.100173700594165038E+01   -0.350831895761686785E+06   -0.571711395613834394E+01    1
    0.229512771061518989E-01    0.105600917834955593E+00    0.708176087658376807E+00    0.889990836265138197E-01    0.992585803561086388E+00    0.397645871183563759E+01    0.290592435402741422E+01    0.100414112482488171E+01   -0.339718593684870342E+06   -0.572044728947168135E+01    1
    0.226897379376497926E-01    0.111156510691274774E+00    0.788856799480913695E+00    0.942668552475200427E-01    0.100054433334908022E+01    0.396523551709693933E+01    0.120053974828121568E+01    0.100042689601014745E+01   -0.328811676110404369E+06   -0.572378062280502586E+01    1
    0.228689821816623964E-01    0.126222404189173965E+00    0.637273217832450611E+00    0.100545268718094674E+00    0.108536840161986214E+01    0.397439925256125015E+01    0.215148148874453193E+01    0.100089894711572458E+01   -0.327804036316708720E+06   -0.572711395613835883E+01    1
    0.225784557900873470E-01    0.111614577063131964E+00    0.612057254385996341E+00    0.795191336639833046E-01    0.912216895493937807E+00    0.393127828092268850E+01    0.125515401144293115E+01    0.100503561253824558E+01   -0.324718412004106620E+06   -0.573044728947169002E+01    1
    0.216524197366242087E-01    0.107150335497636764E+00    0.715629006247024413E+00    0.560829687268876997E-01    0.921626964984909813E+00    0.389898580214406243E+01    0.216989228724790806E+01    0.100252229155635586E+01   -0.321414905325370724E+06   -0.573378062280501766E+01    1
    0.211159261849034469E-01    0.109056482119581272E+00    0.643414163946180340E+00    0.896672801710361456E-01    0.909879678630448607E+00    0.392034083079389406E+01    0.732455184229061196E+00    0.998947711288321938E+00   -0.314797907674015965E+06   -0.573711395613834529E+01    1
    0.246763737617314745E-01    0.132607214313579108E+00    0.603775414168241764E+00    0.421522645351843014E-01    0.900519295561424071E+00    0.390604632853347056E+01    0.151933712749439964E+01    0.998317873579729786E+00   -0.314457149766402144E+06   -0.574044728947167915E+01    1
    0.228366857093733680E-01    0.110517279614134420E+00    0.633049931571547542E+00    0.619261587051002857E-01    0.105541050517995338E+01    0.385425598225549271E+01    0.250012868999258897E+01    0.999031458116497961E+00   -0.305509605079572357E+06   -0.574378062280501744E+01    1
    0.225335651568993357E-01    0.106014917309650819E+00    0.568693900507931671E+00    0.900517443580593213E-01    0.100527294768732345E+01    0.387548905982650416E+01    0.177109342378611134E+01    0.998851467311686059E+00   -0.305470168163130584E+06   -0.574711395613836196E+01    1
