    0.223586473675527614E-01    0.111278722077814085E+00    0.713267002388243143E+00    0.772780209964756964E-01    0.986966632858042980E+00    0.307237194802973912E+01    0.100341234566889770E+01   -0.536102575616658123E+04
    0.215780300719640925E-01    0.126776230368749215E+00    0.647249186944845456E+00    0.840437461833424687E-01    0.953415759729262957E+00    0.312448138294600097E+01    0.100424192010494173E+01   -0.536066216773879387E+04
    0.217323969431679649E-01    0.126695716485844573E+00    0.649267524407482810E+00    0.636542752922485550E-01    0.947998175487341554E+00    0.308320663145263829E+01    0.100030320324686306E+01   -0.536058109316358968E+04
    0.224651649003366413E-01    0.115337964962852979E+00    0.693668232012736197E+00    0.122215925639133874E+00    0.975703907499107292E+00    0.317052729113405762E+01    0.100334945411208398E+01   -0.535996377526757988E+04
    0.218765138476634674E-01    0.123158386942947562E+00    0.661381481034726604E+00    0.313582875104138903E-01    0.966281434796337213E+00    0.300533660058585195E+01    0.100141172307478810E+01   -0.535981332197814663E+04
    0.222500709073248475E-01    0.118270929331381752E+00    0.679875034623288577E+00    0.111892194050390970E+00    0.969980396929875921E+00    0.316717045561527311E+01    0.100899301061379032E+01   -0.535974416152899084E+04
    0.223860491551994625E-01    0.119245826332558355E+00    0.685627311582494348E+00    0.124610809991394872E+00    0.978219286682451838E+00    0.317983228441542964E+01    0.999839060196598406E+00   -0.535945887366634997E+04
    0.230315029988906808E-01    0.118291461920773416E+00    0.692442111341447286E+00    0.135336919489569635E+00    0.977291032613795685E+00    0.320282457995277481E+01    0.100071426729678614E+01   -0.535938962755788725E+04
    0.219785316053503973E-01    0.119887454818903741E+00    0.673924929741679724E+00    0.104133175077900306E+00    0.959998493679855902E+00    0.313861914862500324E+01    0.100037943536257301E+01   -0.535905987381382420E+04
    0.229683670223579106E-01    0.114001239662981230E+00    0.707395895701177335E+00    0.129567674277915851E+00    0.982187406475999447E+00    0.318304889228093479E+01    0.100372375783517320E+01   -0.535900795783154172E+04
    0.227790731864200360E-01    0.119619948138074833E+00    0.683097377830754748E+00    0.538334825218924964E-01    0.959853507878131840E+00    0.304710013391022061E+01    0.100094116257126786E+01   -0.535887878319639094E+04
    0.215897920708407534E-01    0.126374103773931767E+00    0.648424328087994217E+00    0.443675086699180793E-01    0.946369571621362371E+00    0.303928737587025655E+01    0.100187428572504023E+01   -0.535861089367823297E+04
    0.224234706156724480E-01    0.115278272480071192E+00    0.695398040842013287E+00    0.102298270421448081E+00    0.974406974571093043E+00    0.312962103771025646E+01    0.998882603333523744E+00   -0.535860731614481665E+04
    0.219818578876051565E-01    0.116565025485345461E+00    0.687837966456993133E+00    0.918742546846806063E-01    0.965682955030335410E+00    0.310021194331622674E+01    0.996913095850879838E+00   -0.535856570593026117E+04
    0.220167704742230824E-01    0.117770800082091551E+00    0.680113959905569554E+00    0.108100334543315649E+00    0.967365833306667366E+00    0.314775132379907019E+01    0.100211671359492294E+01   -0.535852517770834129E+04
    0.223870549244065478E-01    0.120422740919041510E+00    0.677894187516354108E+00    0.497568089352141002E-01    0.974495694345861918E+00    0.302578552496948561E+01    0.996042084413082840E+00   -0.535844328474479880E+04
    0.228868971882016416E-01    0.115456476150521584E+00    0.700315469827508141E+00    0.124168739429332445E+00    0.978366511767058578E+00    0.317807304977265659E+01    0.100499277279855614E+01   -0.535831436057640713E+04
    0.221779424717050110E-01    0.117249263078725532E+00    0.683947344644847077E+00    0.702871018653788565E-01    0.974175699753883628E+00    0.306118068607425053E+01    0.998925561002004914E+00   -0.535814774879791094E+04
    0.221007213558141007E-01    0.120545505303636599E+00    0.672241357131829309E+00    0.925308348848244283E-01    0.963573289865055971E+00    0.311985785716254505E+01    0.100276410079264511E+01   -0.535814668321577392E+04
    0.217092586334532954E-01    0.127950865513191570E+00    0.643662339568481512E+00    0.487398648704250315E-01    0.947428681880970847E+00    0.305225896406530994E+01    0.100026887260892372E+01   -0.535794499038619324E+04
    0.223205156505630088E-01    0.121369181786460570E+00    0.671857670377007610E+00    0.739802932969041427E-01    0.972388657134802159E+00    0.307623124572910145E+01    0.997237090348854327E+00   -0.535784978597057579E+04
    0.218006289329652943E-01    0.118434948577784749E+00    0.677470782859170617E+00    0.661470142761285823E-01    0.963194971554989232E+00    0.305899121464098567E+01    0.100035786241891134E+01   -0.535783529575611738E+04
    0.226038748756311400E-01    0.118245760159449168E+00    0.687803443509920065E+00    0.394734147328183668E-01    0.963312035877600614E+00    0.300081776328796490E+01    0.993952017881171046E+00   -0.535782499993431520E+04
    0.224826502833506761E-01    0.120100868817670348E+00    0.680398830201062843E+00    0.847064077705611262E-01    0.955181037234828167E+00    0.310706663722811482E+01    0.999167965382258161E+00   -0.535769027773009657E+04
    0.229238394224724751E-01    0.115477255969528306E+00    0.700745627092955292E+00    0.106778268985901093E+00    0.984384523399944977E+00    0.313569789153359757E+01    0.998840830565662752E+00   -0.535751257936259572E+04
    0.218478484268880939E-01    0.121244198239424311E+00    0.672431878371815062E+00    0.616881759475445060E-01    0.969055796383035517E+00    0.307183808885079568E+01    0.100606613400081368E+01   -0.535745294715430555E+04
    0.224449022222567678E-01    0.121397351651791413E+00    0.676156121903226381E+00    0.622676338953033898E-01    0.954300562146675135E+00    0.306588842264302563E+01    0.998926417417457468E+00   -0.535743983238514829E+04
    0.231189934733978426E-01    0.113269246990742783E+00    0.713380015846250659E+00    0.102973498878786859E+00    0.983295537822560850E+00    0.312458536825835154E+01    0.998789495138421413E+00   -0.535739500488538397E+04
    0.228207505318158629E-01    0.113984084443197631E+00    0.705635731337607819E+00    0.111471490038223681E+00    0.975909660539504120E+00    0.314100874638721805E+01    0.999771506306259661E+00   -0.535738492722753290E+04
    0.217880011438897347E-01    0.125575895672213306E+00    0.651721435284422279E+00    0.634721451925727986E-01    0.945171313834811455E+00    0.307046276116141126E+01    0.997959906923518325E+00   -0.535736266969000189E+04
    0.225563873056529030E-01    0.113374596468702918E+00    0.707183107871732441E+00    0.127268452409888766E+00    0.986578713709139521E+00    0.316531574687813455E+01    0.998072634836885464E+00   -0.535731651814736688E+04
    0.226361385408822315E-01    0.114293114579013075E+00    0.704483953812163888E+00    0.814949701645287794E-01    0.980747085435694332E+00    0.306948403433866934E+01    0.994894057576004465E+00   -0.535730221688203437E+04
    0.222497722297203965E-01    0.120130179042508112E+00    0.673898892240178293E+00    0.102798037942579884E+00    0.959838730735798618E+00    0.314725332914671974E+01    0.100238888264104276E+01   -0.535727728145317815E+04
    0.220102721295802363E-01    0.116353428617241822E+00    0.686479043916376819E+00    0.944047460797395599E-01    0.974061828013293662E+00    0.311898649578493936E+01    0.100313613828856374E+01   -0.535726381368579132E+04
    0.231185835355657843E-01    0.115605721780965606E+00    0.704093502142690730E+00    0.121804379199304050E+00    0.982611257621491929E+00    0.317142489269044159E+01    0.100204103205073758E+01   -0.535725905102813795E+04
    0.227295387917070997E-01    0.118343901105459295E+00    0.687279506647847427E+00    0.636932052393392178E-01    0.962622491193477869E+00    0.305418511955063554E+01    0.997608085866207084E+00   -0.535723097107157173E+04
    0.228511519036098364E-01    0.115032182836957292E+00    0.704935348503898718E+00    0.608497519372527274E-01    0.977718556624236457E+00    0.304207467775507334E+01    0.997955593040145916E+00   -0.535719654415832974E+04
