    0.234547848437818909E-01    0.128840099684152776E+00    0.727424822982809527E+00    0.597649588660505021E-01    0.100531184863768641E+01    0.307725221862097431E+01    0.400413573426092473E+01    0.100157485058646301E+01   -0.536991760897926997E+04
    0.224593392992500397E-01    0.129881298248166160E+00    0.710400022676639820E+00    0.111646828507421331E+00    0.990283137385272627E+00    0.318963898038616733E+01    0.400035325075892256E+01    0.100417116107609905E+01   -0.536984523397662724E+04
    0.229034013702597121E-01    0.132504896333737160E+00    0.732123747598204977E+00    0.898264752509856518E-01    0.100795584540722505E+01    0.315070225383621949E+01    0.423097749841036475E+01    0.100206149611471451E+01   -0.536936614231710701E+04
    0.233197166055598600E-01    0.131461635978386726E+00    0.712709560832284428E+00    0.107112277008370838E+00    0.100270642318348147E+01    0.317187329901320991E+01    0.394848119021053812E+01    0.998996402591093791E+00   -0.536893924906926895E+04
    0.222647528134989996E-01    0.128168063694580614E+00    0.694439575011643329E+00    0.810430680241659568E-01    0.996606300851025195E+00    0.310863204372248614E+01    0.384429290026277748E+01    0.998804897625920396E+00   -0.536881857795708220E+04
    0.219989889277503597E-01    0.121766421166484243E+00    0.684650633843735479E+00    0.899215055896886994E-01    0.992376841045807812E+00    0.311169317717701643E+01    0.355536883361140355E+01    0.998582692490359136E+00   -0.536833987069457453E+04
    0.226357866122827329E-01    0.111628341030563460E+00    0.671996799732691330E+00    0.103461623501141853E+00    0.987286457840925724E+00    0.312410822156778156E+01    0.303271316768786781E+01    0.100161015062258052E+01   -0.536780752540160483E+04
    0.229034710966462621E-01    0.131338954685262299E+00    0.700214735719899561E+00    0.111479443757287494E+00    0.989668977462532351E+00    0.318379915444839900E+01    0.388238037124892044E+01    0.998369027381688534E+00   -0.536780326797237467E+04
    0.235563406314221284E-01    0.124135881420942409E+00    0.738945905504935441E+00    0.103141284445024767E+00    0.101091601030329947E+01    0.315345021371908540E+01    0.397730600570100368E+01    0.100229717479669467E+01   -0.536774934116836084E+04
    0.227966746755527867E-01    0.116111639418991358E+00    0.675227028837819931E+00    0.861868389435737903E-01    0.975950390781543442E+00    0.309518558697573365E+01    0.319657753699373437E+01    0.996443493017207915E+00   -0.536704853570867272E+04
    0.229843271425544220E-01    0.127709309908299207E+00    0.689675892606074425E+00    0.806062552837560897E-01    0.981421362014019194E+00    0.311863994518406429E+01    0.368877818636878896E+01    0.100110856004072746E+01   -0.536698916311873290E+04
    0.230081713055488787E-01    0.135463240166556975E+00    0.712766994993864644E+00    0.116085313189024292E+00    0.997833389013510930E+00    0.320613238379571230E+01    0.412565561846436957E+01    0.100192083633570439E+01   -0.536698147582651200E+04
    0.229121062934207302E-01    0.119314736474388491E+00    0.675782582054698766E+00    0.109920902667154680E+00    0.981731089197458551E+00    0.314722219756544508E+01    0.328603821519799588E+01    0.999711477863203912E+00   -0.536689270723720438E+04
    0.226604905691998697E-01    0.118893785611554448E+00    0.710526854554875409E+00    0.994763235216132302E-01    0.994951926062914049E+00    0.312963954586446302E+01    0.362865531416515807E+01    0.999904633670485543E+00   -0.536682739411446983E+04
    0.224820406589140084E-01    0.117660996897210129E+00    0.692314477792632665E+00    0.962924406864060778E-01    0.983998022977653264E+00    0.313524324968853074E+01    0.343123621886246966E+01    0.100496595440393621E+01   -0.536676396759780255E+04
    0.231101253874582552E-01    0.125948753459548118E+00    0.723134383852366058E+00    0.815635380560014583E-01    0.100699655433244240E+01    0.310818199245152105E+01    0.394936747014173406E+01    0.100102612990040263E+01   -0.536671838305842448E+04
    0.225386001729928655E-01    0.119375487520087656E+00    0.690913470948410047E+00    0.888193594087369753E-01    0.998281050936365100E+00    0.310681338460929046E+01    0.349450273627970631E+01    0.998834002092014006E+00   -0.536664968076574587E+04
