    0.220600033703218686E-01    0.122517971596896577E+00    0.639131888442361240E+00    0.808278329649903537E-01    0.955197965710710584E+00    0.310272501732519412E+01    0.355948063549892280E+00    0.100048500592758760E+01   -0.578439129056966885E+04
    0.217828009481284834E-01    0.132881567534062911E+00    0.611688571178924390E+00    0.328353518159332364E-01    0.936195587229563642E+00    0.303115722279335476E+01    0.159327168657987267E+00    0.100028320212495325E+01   -0.578421708219337961E+04
    0.213348294840555418E-01    0.129889174698322979E+00    0.604053937602808122E+00    0.547327604946814816E-01    0.951956844477517383E+00    0.305670957142433952E+01    0.374221824960951521E+00    0.997802153969718275E+00   -0.578367696818522745E+04
    0.215114023422643443E-01    0.121693388220630777E+00    0.653263447670730191E+00    0.381934643270973040E-01    0.961317393937664022E+00    0.301724118108002415E+01    0.841436397589955393E-01    0.100353077912032473E+01   -0.578310492223728852E+04
    0.225930236293224729E-01    0.120498253857276735E+00    0.676294263800411022E+00    0.797064549756055507E-01    0.963574813494558424E+00    0.309093230140669606E+01    0.372517844158740952E-01    0.998972470834199155E+00   -0.578265437708375794E+04
    0.220429833064644184E-01    0.120325809679805898E+00    0.659154800806749486E+00    0.766853111974671736E-01    0.962972509197107307E+00    0.309463880754894216E+01    0.124967262269745250E+00    0.100316509662150466E+01   -0.578255521633607714E+04
    0.217618457066685728E-01    0.125043245987071450E+00    0.652556020443650020E+00    0.327767834641966849E-01    0.945912218513153435E+00    0.301904722126186842E+01    0.215425857850148027E-01    0.100038193397845454E+01   -0.578251612482078872E+04
    0.219927270968744079E-01    0.124689922646935292E+00    0.657089272109638856E+00    0.841397198219354936E-01    0.951801874740808795E+00    0.310565258332216754E+01    0.644703803394933855E-01    0.996189959697992955E+00   -0.578233102174681608E+04
    0.212896280228599168E-01    0.129071233708009742E+00    0.603532959085807064E+00    0.233710081892136122E-01    0.940309527441131721E+00    0.299929016419851591E+01    0.403405745963450246E+00    0.100068115385011280E+01   -0.578229637413440469E+04
    0.221645655367327041E-01    0.122601699695543187E+00    0.639780664773089369E+00    0.806150409314733973E-01    0.955098128250953415E+00    0.310637937659513330E+01    0.317102648320449987E+00    0.100264306943842185E+01   -0.578194149269044374E+04
    0.212066035791105036E-01    0.132527360406118455E+00    0.600761014684426775E+00    0.555175000076487679E-01    0.941720773840694969E+00    0.307610604372753027E+01    0.275166964501532552E+00    0.100236380434542993E+01   -0.578171927725724345E+04
    0.217113747371906925E-01    0.127642197453009254E+00    0.645217870152117068E+00    0.490465311081350816E-01    0.950234717194910594E+00    0.305152739768513070E+01    0.607444238898170799E-01    0.100122968642088650E+01   -0.578151499688871081E+04
    0.214101702216781993E-01    0.127979347337258187E+00    0.612132778545072975E+00    0.393484447076743599E-01    0.946428497771624078E+00    0.301881949089007318E+01    0.380345862860137107E+00    0.996334819450057640E+00   -0.578149026717298239E+04
    0.219279711946905979E-01    0.124365062473142593E+00    0.661187065987981160E+00    0.798660342393252565E-01    0.960451828843137734E+00    0.310384334524554184E+01    0.296009542942898898E-01    0.100126848841619975E+01   -0.578139798026185053E+04
    0.212644145213448411E-01    0.128065115366457677E+00    0.623087778319406316E+00    0.451937257654321245E-01    0.940285346136704336E+00    0.305019416686124512E+01    0.144380942490842989E+00    0.100401648068046545E+01   -0.578137115231321513E+04
    0.221413661091947080E-01    0.126962591801892594E+00    0.625761603409853318E+00    0.707657453443662071E-01    0.951930995937430136E+00    0.308604620757208981E+01    0.270529166474624272E+00    0.997733304168854196E+00   -0.578136742450302336E+04
    0.223603848451950533E-01    0.122756082675390898E+00    0.662466938250052984E+00    0.285813622070959297E-01    0.958886900249778518E+00    0.299686586879010264E+01    0.430803247573559936E-01    0.100010827029723015E+01   -0.578135957322810827E+04
