    0.241412764485353301E-01    0.110286750391456689E+00    0.559525929173992020E+00    0.310053017772569071E-01    0.997899270477824119E+00    0.377764018718436478E+01    0.428738858449234517E+01    0.281055188463795180E+00    0.100484454473833495E+01   -0.448401894915901008E+06   -0.570378062280500497E+01    1
    0.225185653530183445E-01    0.104421839292939272E+00    0.662704695769684049E+00    0.671926822446300559E-01    0.106445891760061762E+01    0.391729515326429656E+01    0.241180012532430110E+01    0.779795398907861204E+00    0.997905214366755611E+00   -0.409487241588340432E+06   -0.570711395613835482E+01    1
    0.212848740266136059E-01    0.106018677209426801E+00    0.781301780175953753E+00    0.236437123873006125E-01    0.921384052264174636E+00    0.386562556597248186E+01    0.305736854584364304E+01    0.166527535063658139E+01    0.100541218245365793E+01   -0.358446078273587045E+06   -0.571044728947168334E+01    1
    0.222570232042846004E-01    0.111504777024300950E+00    0.807293220757466012E+00    0.712657445651646848E-01    0.101493339239906377E+01    0.394623379856146750E+01    0.304658803471315487E+01    0.262621017114779054E+01    0.999634200381751659E+00   -0.353917645668888523E+06   -0.571378062280501098E+01    1
    0.225200775225538607E-01    0.194039926065595725E+00    0.557205908247081383E+00    0.523737808085385087E-01    0.108420545562823878E+01    0.399933425466958692E+01    0.249423619358440174E+01    0.120092335499599057E+01    0.100101211774160004E+01   -0.352673844061467447E+06   -0.571711395613834394E+01    1
    0.204329426250394360E-01    0.157423959677775199E+00    0.620717082382996499E+00    0.665313247356814630E-01    0.988059308532852731E+00    0.398963896508947968E+01    0.235908900667798704E+01    0.167401303927820000E+01    0.100209170442408024E+01   -0.326545219698361470E+06   -0.572044728947168135E+01    1
    0.233213795568887917E-01    0.101366321038457594E+00    0.762131553382939142E+00    0.465986640894163542E-01    0.929970409570951118E+00    0.382560689626472872E+01    0.385076277393313848E+01    0.186710342758196690E+01    0.100037821116153514E+01   -0.285283278586427739E+06   -0.572378062280502586E+01    1
    0.207538232719419492E-01    0.144042081832376490E+00    0.643420153251317850E+00    0.423611287449831148E-01    0.947301922847354705E+00    0.389291971944919801E+01    0.415123860924278709E+01    0.225820530990140789E+01    0.997319516147998963E+00   -0.281145289354671200E+06   -0.572711395613835883E+01    1
    0.234492958673651018E-01    0.105894759177722370E+00    0.577214253664052324E+00    0.102020236657598184E+00    0.107490572623360703E+01    0.380435402995560956E+01    0.321260708357874147E+01    0.762574746493475009E+00    0.100134064439228254E+01   -0.259185417041805544E+06   -0.573044728947169002E+01    1
    0.224041170073586669E-01    0.196478995325706673E+00    0.790635812036793229E+00    0.640180310183695034E-01    0.107563290275443135E+01    0.393073742848416696E+01    0.200120639974575010E+01    0.151846141020843395E+01    0.999926951400029629E+00   -0.247101382804866706E+06   -0.573378062280501766E+01    1
